qid,category_id,level,q_en,hint_en,persp_en,q_id,hint_id,persp_id
religion-medium-02,religion,medium,Is spirituality possible without institutions?,"Test the idea against a trade-off, incentive, or unintended effect.","Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a medium discussion, add incentives, power, and long-term consequences.",Apakah spiritualitas mungkin tanpa institusi?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
religion-medium-03,religion,medium,Does religion unite more than divide?,"Test the idea against a trade-off, incentive, or unintended effect.","Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a medium discussion, add incentives, power, and long-term consequences.",Apakah agama lebih banyak menyatukan daripada memecah?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
religion-medium-04,religion,medium,Can morality stand without belief?,"Test the idea against a trade-off, incentive, or unintended effect.","Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah moralitas berdiri tanpa kepercayaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
religion-medium-05,religion,medium,What does sacred mean in modern life?,"Test the idea against a trade-off, incentive, or unintended effect.","Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a medium discussion, add incentives, power, and long-term consequences.",Apa arti sakral di kehidupan modern?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
religion-hard-01,religion,hard,Can faith coexist with doubt?,Push the idea until it collides with a competing value or edge case.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a hard discussion, ask what breaks when two valid values collide.",Bisakah iman berjalan berdampingan dengan keraguan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
religion-hard-02,religion,hard,Is spirituality possible without institutions?,Push the idea until it collides with a competing value or edge case.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a hard discussion, ask what breaks when two valid values collide.",Apakah spiritualitas mungkin tanpa institusi?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
religion-hard-03,religion,hard,Does religion unite more than divide?,Push the idea until it collides with a competing value or edge case.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a hard discussion, ask what breaks when two valid values collide.",Apakah agama lebih banyak menyatukan daripada memecah?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
religion-hard-04,religion,hard,Can morality stand without belief?,Push the idea until it collides with a competing value or edge case.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a hard discussion, ask what breaks when two valid values collide.",Bisakah moralitas berdiri tanpa kepercayaan?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
religion-hard-05,religion,hard,What does sacred mean in modern life?,Push the idea until it collides with a competing value or edge case.,"Religion can be faith, community, morality, or comfort. William James and Durkheim would read the same practice in different ways. For a hard discussion, ask what breaks when two valid values collide.",Apa arti sakral di kehidupan modern?,Dorong gagasan itu sampai bertabrakan dengan nilai lain atau kasus pinggiran.,"Agama bisa menjadi iman, komunitas, moralitas, atau penghiburan. William James dan Durkheim akan membaca praktik yang sama secara berbeda. Untuk diskusi sulit, tanyakan apa yang runtuh ketika dua nilai yang sama-sama sah saling bertabrakan."
psychology-easy-01,psychology,easy,Are we ruled more by reason or habit?,Start with a concrete everyday case before expanding the argument.,"Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For an easy discussion, keep the example concrete and personal.",Apakah kita lebih dikendalikan oleh rasio atau kebiasaan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
psychology-easy-02,psychology,easy,Can people change without first suffering?,Start with a concrete everyday case before expanding the argument.,"Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For an easy discussion, keep the example concrete and personal.",Bisakah orang berubah tanpa lebih dulu terluka?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
psychology-easy-03,psychology,easy,Is self-knowledge ever complete?,Start with a concrete everyday case before expanding the argument.,"Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For an easy discussion, keep the example concrete and personal.",Apakah pengetahuan diri pernah benar-benar lengkap?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
psychology-easy-04,psychology,easy,How much behavior is unconscious?,Start with a concrete everyday case before expanding the argument.,"Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For an easy discussion, keep the example concrete and personal.",Seberapa besar perilaku kita tidak disadari?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
psychology-easy-05,psychology,easy,When does resilience become denial?,Start with a concrete everyday case before expanding the argument.,"Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For an easy discussion, keep the example concrete and personal.",Kapan resiliensi berubah menjadi penyangkalan?,Mulailah dari kasus sehari-hari yang konkret sebelum memperluas argumennya.,"Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi mudah, gunakan contoh yang konkret dan dekat dengan pengalaman sehari-hari."
psychology-medium-01,psychology,medium,Are we ruled more by reason or habit?,"Test the idea against a trade-off, incentive, or unintended effect.","Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For a medium discussion, add incentives, power, and long-term consequences.",Apakah kita lebih dikendalikan oleh rasio atau kebiasaan?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
psychology-medium-02,psychology,medium,Can people change without first suffering?,"Test the idea against a trade-off, incentive, or unintended effect.","Psychology shows that people often misread themselves. Freud and Kahneman both point to hidden motives and bias. For a medium discussion, add incentives, power, and long-term consequences.",Bisakah orang berubah tanpa lebih dulu terluka?,"Uji gagasan ini dengan trade-off, insentif, atau efek tak terduga.","Psikologi menunjukkan bahwa orang sering salah membaca diri sendiri. Freud dan Kahneman sama-sama menunjuk pada motif tersembunyi dan bias. Untuk diskusi menengah, tambahkan insentif, kekuasaan, dan konsekuensi jangka panjang."
